,cps19_fed_gov_sat,cps19_spend_env,cps19_fed_id,cps19_province,cps19_education,cps19_age,cps19_imp_iss_party
31015,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,29,Green Party
31016,Not very satisfied,Spend less,Conservative,Ontario,Professional degree or doctorate,33,Conservative Party
31017,Very satisfied,Spend more,Liberal,Ontario,Some secondary/ high school,74,
31018,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Some university,59,Don't know/ Prefer not to answer
31019,Fairly satisfied,Spend more,None of these,Ontario,Completed secondary/ high school,44,
31020,Not very satisfied,Spend more,ndp,Ontario,Some university,20,ndp
31021,Not very satisfied,Spend more,Liberal,Alberta,"Some technical, community college, CEGEP, College Classique",82,
31022,Not at all satisfied,Spend less,Conservative,Manitoba,"Completed technical, community college, CEGEP, College Classique",54,Conservative Party
31023,Not very satisfied,Spend about the same as now,Conservative,British Columbia,Professional degree or doctorate,74,Conservative Party
31024,Not at all satisfied,Spend more,ndp,Manitoba,Bachelor's degree,54,ndp
31025,Not at all satisfied,Spend more,None of these,Alberta,Completed secondary/ high school,64,Don't know/ Prefer not to answer
31026,Not at all satisfied,Spend about the same as now,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",54,Conservative Party
31027,Fairly satisfied,Spend more,ndp,Ontario,Master's degree,29,ndp
31028,Very satisfied,Spend more,Liberal,Quebec,Some university,68,Liberal Party
31029,Fairly satisfied,Spend more,None of these,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",32,Green Party
31030,Fairly satisfied,Spend more,ndp,British Columbia,Bachelor's degree,69,ndp
31031,Not at all satisfied,Spend more,Conservative,Ontario,Some university,69,ndp
31032,Not at all satisfied,Spend less,Conservative,Alberta,Some secondary/ high school,55,Conservative Party
31033,Very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,32,
31034,Not very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,40,Don't know/ Prefer not to answer
31035,Fairly satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",18,ndp
31036,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,43,ndp
31037,Fairly satisfied,Spend more,ndp,British Columbia,Bachelor's degree,48,Don't know/ Prefer not to answer
31038,Not at all satisfied,Spend less,Conservative,British Columbia,"Completed technical, community college, CEGEP, College Classique",69,Conservative Party
31039,Not very satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",27,Green Party
31040,Very satisfied,Spend more,Liberal,Ontario,Professional degree or doctorate,49,Liberal Party
31041,Not very satisfied,Spend more,Green,British Columbia,Professional degree or doctorate,19,
31042,Fairly satisfied,Spend less,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",38,Green Party
31043,Not very satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",45,Conservative Party
31044,Fairly satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,"Some technical, community college, CEGEP, College Classique",38,ndp
31045,Not very satisfied,Spend more,Conservative,Alberta,Bachelor's degree,24,
31046,Not at all satisfied,Spend more,Green,Ontario,Bachelor's degree,66,Conservative Party
31047,Very satisfied,Spend more,Don't know/ Prefer not to answer,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",66,
31048,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Master's degree,69,Bloc Qu<e9>b<e9>cois
31049,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Master's degree,31,Bloc Qu<e9>b<e9>cois
31050,Not very satisfied,Spend more,ndp,British Columbia,Professional degree or doctorate,72,ndp
31051,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",36,Liberal Party
31052,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,48,Liberal Party
31053,Fairly satisfied,Spend more,ndp,British Columbia,"Completed technical, community college, CEGEP, College Classique",59,ndp
31054,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Alberta,"Completed technical, community college, CEGEP, College Classique",26,
31055,Not very satisfied,Spend more,Liberal,Quebec,Completed secondary/ high school,21,Green Party
31056,Not at all satisfied,Spend less,Conservative,Ontario,Completed secondary/ high school,76,ndp
31057,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Some university,64,Conservative Party
31058,Not very satisfied,Spend more,Liberal,Quebec,Master's degree,62,Liberal Party
31059,Fairly satisfied,Spend about the same as now,Liberal,British Columbia,Bachelor's degree,63,Conservative Party
31060,Fairly satisfied,Spend about the same as now,Conservative,Quebec,Completed elementary school,25,Bloc Qu<e9>b<e9>cois
31061,Not very satisfied,Spend about the same as now,Liberal,Quebec,Some university,88,Conservative Party
31062,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,75,Bloc Qu<e9>b<e9>cois
31063,Very satisfied,Spend about the same as now,Liberal,British Columbia,Some secondary/ high school,77,Liberal Party
31064,Fairly satisfied,Spend more,Conservative,Ontario,Completed secondary/ high school,58,Conservative Party
31065,Fairly satisfied,Spend more,Liberal,Alberta,Some university,43,
31066,Fairly satisfied,Spend more,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",39,Liberal Party
31067,Fairly satisfied,Spend more,Green,Ontario,"Completed technical, community college, CEGEP, College Classique",47,Liberal Party
31068,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Some university,54,Conservative Party
31069,Fairly satisfied,Spend less,None of these,Ontario,Master's degree,42,
31070,Not at all satisfied,Spend more,ndp,Alberta,Completed secondary/ high school,42,Conservative Party
31071,Not at all satisfied,Spend more,Conservative,Ontario,Bachelor's degree,24,
31072,Fairly satisfied,Spend about the same as now,ndp,British Columbia,"Some technical, community college, CEGEP, College Classique",40,
31073,Very satisfied,Spend more,Liberal,Quebec,Bachelor's degree,57,Liberal Party
31074,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,67,Conservative Party
31075,Not at all satisfied,Spend about the same as now,None of these,Ontario,"Completed technical, community college, CEGEP, College Classique",78,
31076,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,49,
31077,Very satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",55,Green Party
31078,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,36,
31079,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,25,Liberal Party
31080,Fairly satisfied,Spend more,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",76,Liberal Party
31081,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Professional degree or doctorate,47,Bloc Qu<e9>b<e9>cois
31082,Not very satisfied,Spend more,Green,Ontario,"Completed technical, community college, CEGEP, College Classique",32,ndp
31083,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Completed secondary/ high school,64,Conservative Party
31084,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Some university,49,
31085,Fairly satisfied,Spend more,ndp,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",38,ndp
31086,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Master's degree,56,Don't know/ Prefer not to answer
31087,Fairly satisfied,Spend about the same as now,ndp,British Columbia,Bachelor's degree,30,ndp
31088,Fairly satisfied,Spend about the same as now,None of these,Quebec,Bachelor's degree,34,
31089,Not very satisfied,Spend more,None of these,Ontario,Professional degree or doctorate,33,ndp
31090,Fairly satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,25,Green Party
31091,Fairly satisfied,Spend more,Green,Ontario,Some university,37,Don't know/ Prefer not to answer
31092,Very satisfied,Spend more,Liberal,Manitoba,Completed secondary/ high school,21,Liberal Party
31093,Not at all satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",77,Conservative Party
31094,Very satisfied,Spend about the same as now,Liberal,Quebec,Master's degree,50,Liberal Party
31095,Not very satisfied,Spend about the same as now,Liberal,Quebec,Bachelor's degree,56,Don't know/ Prefer not to answer
31096,Not very satisfied,Spend about the same as now,Conservative,British Columbia,"Some technical, community college, CEGEP, College Classique",37,Conservative Party
31097,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Some university,52,Conservative Party
31098,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,65,Conservative Party
31099,Not at all satisfied,Spend less,Conservative,Alberta,Master's degree,80,Conservative Party
31100,Not at all satisfied,Spend more,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",34,Green Party
31101,Fairly satisfied,Spend more,ndp,Manitoba,Completed secondary/ high school,42,ndp
31102,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,57,Liberal Party
31103,Fairly satisfied,Spend more,Conservative,Ontario,Bachelor's degree,52,Liberal Party
31104,Not very satisfied,Spend more,ndp,Alberta,Bachelor's degree,30,
31105,Fairly satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",59,ndp
31106,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Some university,41,
31107,Not very satisfied,Spend more,Liberal,British Columbia,Professional degree or doctorate,73,Green Party
31108,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,68,Liberal Party
31109,Not very satisfied,Spend more,Conservative,Ontario,Some secondary/ high school,71,
31110,Not very satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",60,ndp
31111,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",59,Bloc Qu<e9>b<e9>cois
31112,Not at all satisfied,Spend about the same as now,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",60,Conservative Party
31113,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",33,Liberal Party
31114,Not at all satisfied,Spend less,People's Party,Alberta,Bachelor's degree,28,People's Party
31115,Fairly satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",36,ndp
31116,Fairly satisfied,Spend about the same as now,Conservative,British Columbia,"Completed technical, community college, CEGEP, College Classique",75,
31117,Not at all satisfied,Spend less,Conservative,British Columbia,"Completed technical, community college, CEGEP, College Classique",69,Conservative Party
31118,Fairly satisfied,Spend more,Liberal,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",34,
31119,Not very satisfied,Spend about the same as now,Liberal,British Columbia,Bachelor's degree,54,
31120,Not at all satisfied,Spend more,People's Party,Alberta,"Completed technical, community college, CEGEP, College Classique",34,
31121,Fairly satisfied,Spend more,None of these,Quebec,Master's degree,69,Liberal Party
31122,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,30,Liberal Party
31123,Fairly satisfied,Spend more,Green,Alberta,Some secondary/ high school,20,Green Party
31124,Not at all satisfied,Don't know/ Prefer not to answer,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",67,
31125,Not at all satisfied,Spend more,Conservative,Quebec,Bachelor's degree,42,Conservative Party
31126,Very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,Master's degree,39,
31127,Fairly satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",53,Liberal Party
31128,Not at all satisfied,Spend less,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",41,Conservative Party
31129,Fairly satisfied,Spend about the same as now,ndp,Manitoba,"Completed technical, community college, CEGEP, College Classique",60,Don't know/ Prefer not to answer
31130,Fairly satisfied,Spend more,ndp,Quebec,Bachelor's degree,65,Don't know/ Prefer not to answer
31131,Fairly satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",67,ndp
31132,Not at all satisfied,Spend about the same as now,Conservative,British Columbia,Master's degree,78,Conservative Party
31133,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,24,Liberal Party
31134,Not at all satisfied,Spend more,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",58,Conservative Party
31135,Very satisfied,Spend more,ndp,New Brunswick,"Some technical, community college, CEGEP, College Classique",31,Green Party
31136,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,52,
31137,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,36,
31138,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,29,Green Party
31139,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,68,ndp
31140,Not at all satisfied,Spend about the same as now,Conservative,Quebec,Some university,50,Conservative Party
31141,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Professional degree or doctorate,26,Don't know/ Prefer not to answer
31142,Not very satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,45,Don't know/ Prefer not to answer
31143,Very satisfied,Spend more,ndp,New Brunswick,"Completed technical, community college, CEGEP, College Classique",65,Liberal Party
31144,Fairly satisfied,Spend more,ndp,British Columbia,"Some technical, community college, CEGEP, College Classique",72,ndp
31145,Not very satisfied,Spend more,None of these,Quebec,Bachelor's degree,61,
31146,Not very satisfied,Spend about the same as now,Conservative,Ontario,Some university,20,Conservative Party
31147,Fairly satisfied,Spend more,Liberal,Prince Edward Island,"Completed technical, community college, CEGEP, College Classique",42,Liberal Party
31148,Not very satisfied,Spend about the same as now,None of these,Quebec,"Completed technical, community college, CEGEP, College Classique",55,Conservative Party
31149,Not very satisfied,Spend more,Green,Quebec,Professional degree or doctorate,52,Green Party
31150,Not at all satisfied,Spend more,ndp,Ontario,Completed secondary/ high school,33,ndp
31151,Don't know/ Prefer not to answer,Spend more,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",51,Bloc Qu<e9>b<e9>cois
31152,Fairly satisfied,Spend more,Another party (please specify),Quebec,Professional degree or doctorate,76,ndp
31153,Not very satisfied,Spend more,Liberal,Prince Edward Island,Completed secondary/ high school,63,
31154,Fairly satisfied,Spend more,None of these,Ontario,Bachelor's degree,49,Green Party
31155,Not at all satisfied,Spend about the same as now,Conservative,Quebec,Some university,67,Bloc Qu<e9>b<e9>cois
31156,Not very satisfied,Spend more,Liberal,Quebec,Professional degree or doctorate,29,Green Party
31157,Fairly satisfied,Spend more,ndp,Ontario,Completed secondary/ high school,18,ndp
31158,Not very satisfied,Spend more,None of these,British Columbia,Some secondary/ high school,66,Green Party
31159,Very satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",57,Liberal Party
31160,Fairly satisfied,Spend about the same as now,Liberal,Alberta,Professional degree or doctorate,34,Liberal Party
31161,Very satisfied,Spend more,Liberal,Alberta,Master's degree,46,Liberal Party
31162,Fairly satisfied,Spend more,Conservative,Quebec,Completed secondary/ high school,68,Conservative Party
31163,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Some university,60,Liberal Party
31164,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,41,Conservative Party
31165,Not very satisfied,Spend more,Conservative,Ontario,Some university,47,Don't know/ Prefer not to answer
31166,Not at all satisfied,Spend less,People's Party,Saskatchewan,Completed secondary/ high school,48,People's Party
31167,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,Bachelor's degree,62,
31168,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,59,Bloc Qu<e9>b<e9>cois
31169,Not at all satisfied,Spend more,ndp,Quebec,Bachelor's degree,42,Don't know/ Prefer not to answer
31170,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Some technical, community college, CEGEP, College Classique",37,Bloc Qu<e9>b<e9>cois
31171,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,71,Conservative Party
31172,Fairly satisfied,Spend more,ndp,Quebec,Bachelor's degree,34,Green Party
31173,Not very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,40,
31174,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Some technical, community college, CEGEP, College Classique",71,Bloc Qu<e9>b<e9>cois
31175,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Master's degree,69,Conservative Party
31176,Fairly satisfied,Spend about the same as now,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",25,Conservative Party
31177,Very satisfied,Spend more,Liberal,Quebec,Completed secondary/ high school,29,Liberal Party
31178,Fairly satisfied,Spend more,Liberal,Manitoba,Completed secondary/ high school,18,
31179,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,34,Don't know/ Prefer not to answer
31180,Not at all satisfied,Spend about the same as now,None of these,Ontario,Master's degree,58,
31181,Not at all satisfied,Spend about the same as now,None of these,Quebec,"Some technical, community college, CEGEP, College Classique",71,Conservative Party
31182,Not very satisfied,Spend more,Conservative,Ontario,Bachelor's degree,56,Conservative Party
31183,Not very satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",45,ndp
31184,Not at all satisfied,Spend more,Conservative,Alberta,Master's degree,37,Conservative Party
31185,Fairly satisfied,Spend more,ndp,Ontario,Some university,19,Green Party
31186,Not at all satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",31,ndp
31187,Fairly satisfied,Spend more,Liberal,Nunavut,Bachelor's degree,31,ndp
31188,Very satisfied,Spend more,Liberal,Quebec,Some university,20,Liberal Party
31189,Not at all satisfied,Spend more,Conservative,Alberta,Completed secondary/ high school,18,
31190,Not very satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Bachelor's degree,50,Green Party
31191,Fairly satisfied,Spend more,Liberal,Alberta,Bachelor's degree,24,ndp
31192,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,44,Conservative Party
31193,Not very satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",63,Don't know/ Prefer not to answer
31194,Not very satisfied,Spend more,People's Party,Alberta,Completed secondary/ high school,63,People's Party
31195,Fairly satisfied,Spend more,ndp,Ontario,Completed secondary/ high school,52,ndp
31196,Fairly satisfied,Spend about the same as now,Liberal,Newfoundland and Labrador,Some university,63,Green Party
31197,Fairly satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",19,ndp
31198,Not at all satisfied,Spend about the same as now,Conservative,New Brunswick,Master's degree,49,Conservative Party
31199,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,41,Liberal Party
31200,Don't know/ Prefer not to answer,Spend more,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",53,
31201,Not at all satisfied,Spend more,Green,Alberta,"Completed technical, community college, CEGEP, College Classique",27,Don't know/ Prefer not to answer
31202,Fairly satisfied,Spend more,ndp,Ontario,Don't know/ Prefer not to answer,36,ndp
31203,Fairly satisfied,Spend more,ndp,Ontario,Completed secondary/ high school,53,ndp
31204,Very satisfied,Don't know/ Prefer not to answer,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",49,
31205,Fairly satisfied,Spend about the same as now,Liberal,Alberta,"Completed technical, community college, CEGEP, College Classique",34,ndp
31206,Not at all satisfied,Spend about the same as now,Conservative,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",58,Conservative Party
31207,Fairly satisfied,Spend more,None of these,Quebec,Bachelor's degree,63,Don't know/ Prefer not to answer
31208,Fairly satisfied,Spend more,ndp,Ontario,Bachelor's degree,45,Don't know/ Prefer not to answer
31209,Not at all satisfied,Spend less,Conservative,Ontario,Bachelor's degree,43,Conservative Party
31210,Not very satisfied,Spend about the same as now,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",57,ndp
31211,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,58,Green Party
31212,Not at all satisfied,Spend less,Conservative,Alberta,Bachelor's degree,28,Conservative Party
31213,Not at all satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",34,Conservative Party
31214,Not very satisfied,Spend about the same as now,None of these,Ontario,"Completed technical, community college, CEGEP, College Classique",49,Green Party
31215,Not very satisfied,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Ontario,Bachelor's degree,49,Don't know/ Prefer not to answer
31216,Not very satisfied,Spend more,Liberal,Quebec,Master's degree,55,Liberal Party
31217,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",48,Liberal Party
31218,Fairly satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",99,
31219,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,55,Don't know/ Prefer not to answer
31220,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Bachelor's degree,51,
31221,Not at all satisfied,Spend less,Conservative,Quebec,"Completed technical, community college, CEGEP, College Classique",41,Bloc Qu<e9>b<e9>cois
31222,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Some university,37,
31223,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,64,Green Party
31224,Don't know/ Prefer not to answer,Spend less,Don't know/ Prefer not to answer,Ontario,"Some technical, community college, CEGEP, College Classique",23,
31225,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,30,ndp
31226,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",61,Bloc Qu<e9>b<e9>cois
31227,Not at all satisfied,Spend more,Conservative,Manitoba,Some secondary/ high school,74,Conservative Party
31228,Not very satisfied,Spend more,Liberal,Ontario,Master's degree,36,Don't know/ Prefer not to answer
31229,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,33,Green Party
31230,Fairly satisfied,Don't know/ Prefer not to answer,None of these,Quebec,Some secondary/ high school,22,
31231,Not at all satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,"Some technical, community college, CEGEP, College Classique",39,Bloc Qu<e9>b<e9>cois
31232,Fairly satisfied,Spend more,Liberal,Alberta,Bachelor's degree,34,Don't know/ Prefer not to answer
31233,Not very satisfied,Spend more,Liberal,Alberta,Bachelor's degree,46,ndp
31234,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,68,
31235,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Master's degree,49,ndp
31236,Not at all satisfied,Spend less,Conservative,Alberta,Master's degree,34,Conservative Party
31237,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Some university,38,
31238,Not very satisfied,Spend about the same as now,ndp,Ontario,Master's degree,40,
31239,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,72,Bloc Qu<e9>b<e9>cois
31240,Fairly satisfied,Spend about the same as now,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",70,Liberal Party
31241,Very satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",26,
31242,Not very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",71,Bloc Qu<e9>b<e9>cois
31243,Not very satisfied,Spend more,Liberal,Alberta,"Completed technical, community college, CEGEP, College Classique",57,Liberal Party
31244,Not at all satisfied,Spend about the same as now,Conservative,Manitoba,Bachelor's degree,47,
31245,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,58,Green Party
31246,Fairly satisfied,Spend more,ndp,Quebec,"Completed technical, community college, CEGEP, College Classique",60,Green Party
31247,Fairly satisfied,Spend more,Liberal,Quebec,Some university,61,Liberal Party
31248,Not very satisfied,Spend more,ndp,Quebec,Bachelor's degree,67,Green Party
31249,Not at all satisfied,Spend more,Conservative,Quebec,"Some technical, community college, CEGEP, College Classique",69,
31250,Fairly satisfied,Spend more,ndp,Ontario,Master's degree,57,ndp
31251,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Bachelor's degree,35,Another party (please specify)
31252,Not at all satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Some secondary/ high school,52,Bloc Qu<e9>b<e9>cois
31253,Fairly satisfied,Spend about the same as now,ndp,Quebec,Some secondary/ high school,37,Conservative Party
31254,Fairly satisfied,Spend more,Conservative,Ontario,Bachelor's degree,44,Liberal Party
31255,Not at all satisfied,Spend about the same as now,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",57,Conservative Party
31256,Very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,Some secondary/ high school,69,
31257,Not very satisfied,Spend about the same as now,ndp,Ontario,Completed secondary/ high school,76,
31258,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,Some university,53,Conservative Party
31259,Not at all satisfied,Spend more,ndp,Manitoba,"Completed technical, community college, CEGEP, College Classique",60,ndp
31260,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",35,Liberal Party
31261,Fairly satisfied,Spend more,None of these,Ontario,"Completed technical, community college, CEGEP, College Classique",67,Don't know/ Prefer not to answer
31262,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Professional degree or doctorate,66,Don't know/ Prefer not to answer
31263,Not at all satisfied,Spend more,Liberal,Quebec,Professional degree or doctorate,35,Green Party
31264,Not at all satisfied,Spend less,None of these,Ontario,Master's degree,49,Another party (please specify)
31265,Not at all satisfied,Spend more,Conservative,Ontario,Master's degree,61,Conservative Party
31266,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Master's degree,72,Liberal Party
31267,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",28,ndp
31268,Don't know/ Prefer not to answer,Spend more,ndp,Alberta,Bachelor's degree,22,ndp
31269,Fairly satisfied,Spend more,None of these,Quebec,Some university,22,
31270,Not at all satisfied,Spend less,Conservative,Saskatchewan,Bachelor's degree,43,Conservative Party
31271,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,57,Liberal Party
31272,Not at all satisfied,Spend less,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,26,Bloc Qu<e9>b<e9>cois
31273,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Master's degree,76,Green Party
31274,Not very satisfied,Spend more,Liberal,Ontario,Master's degree,60,Don't know/ Prefer not to answer
31275,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,60,Green Party
31276,Very satisfied,Spend less,Liberal,Manitoba,Master's degree,33,Bloc Qu<e9>b<e9>cois
31277,Not at all satisfied,Spend more,None of these,Saskatchewan,Bachelor's degree,36,Conservative Party
31278,Not very satisfied,Spend more,Liberal,Prince Edward Island,Bachelor's degree,41,
31279,Fairly satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,77,Bloc Qu<e9>b<e9>cois
31280,Not very satisfied,Spend more,Liberal,Ontario,Master's degree,29,
31281,Not at all satisfied,Spend more,ndp,Ontario,Completed secondary/ high school,18,ndp
31282,Not at all satisfied,Spend more,ndp,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",53,ndp
31283,Very satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,52,Liberal Party
31284,Not very satisfied,Spend more,ndp,Ontario,Bachelor's degree,32,ndp
31285,Fairly satisfied,Spend less,ndp,Ontario,Master's degree,31,Conservative Party
31286,Not very satisfied,Spend more,ndp,Alberta,Master's degree,73,Another party (please specify)
31287,Not very satisfied,Spend more,Liberal,Ontario,Some university,21,People's Party
31288,Not very satisfied,Spend about the same as now,None of these,Ontario,Completed secondary/ high school,18,Don't know/ Prefer not to answer
31289,Fairly satisfied,Spend more,Green,Ontario,"Completed technical, community college, CEGEP, College Classique",36,
31290,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Bachelor's degree,27,Liberal Party
